time,uplift
2025-08-22,0.5568973453061323
2025-08-23,0.5766168926701115
2025-08-24,0.5743945923433921
2025-08-25,0.521824252593394
2025-08-26,0.6108060138532287
2025-08-27,0.6100527636089944
2025-08-28,0.598255672832123
2025-08-29,0.5872706433312427
2025-08-30,0.5292314628974792
2025-08-31,0.5799677338617321
2025-09-01,0.5848642741736615
2025-09-02,0.5628861365389191
2025-09-03,0.5959357144166996
2025-09-04,0.6252025428407268
2025-09-05,0.7003092950605265
2025-09-06,0.615728890641592
2025-09-07,0.6208775195361382
2025-09-08,0.6052777042116916
2025-09-09,0.5140614392350479
2025-09-10,0.6096743062275392
2025-09-11,0.6150115104970513
2025-09-12,0.7361621056242643
2025-09-13,0.6043819517609439
2025-09-14,0.6300773671166806
2025-09-15,0.6142644115147379
2025-09-16,0.5585660981190234
2025-09-17,0.675141140725751
2025-09-18,0.6565966516343387
2025-09-19,0.6595515973521523
2025-09-20,0.575530627260263
2025-09-21,0.692139715546805
2025-09-22,0.552907446860386
2025-09-23,0.6533428546900135
2025-09-24,0.734522781290499
2025-09-25,0.5764731837434656
2025-09-26,0.5986851135198614
2025-09-27,0.632982568254382
2025-09-28,0.6038262172941901
2025-09-29,0.5524668284466934
2025-09-30,0.6344281487403014
2025-10-01,0.5788848143136948
2025-10-02,0.6566796215317591
2025-10-03,0.5880287882883098
2025-10-04,0.712496720250877
2025-10-05,0.5968373353831882
2025-10-06,0.6208969241897162
2025-10-07,0.6786758608684835
2025-10-08,0.5774567841783023
2025-10-09,0.6513729967302064
2025-10-10,0.7063571377141215
2025-10-11,0.5616258382719386
2025-10-12,0.6522316929266152
2025-10-13,0.6569941397124212
2025-10-14,0.6840911435888656
2025-10-15,0.5841524644560959
2025-10-16,0.5809771693457862
2025-10-17,0.6740970782808449
2025-10-18,0.6638492336616594
2025-10-19,0.6625246425172938
2025-10-20,0.6683224104748489
2025-10-21,0.6179987639210754
2025-10-22,0.6646126848580503
2025-10-23,0.6686536236649341
2025-10-24,0.6192824290986816
2025-10-25,0.7492887255572378
2025-10-26,0.6806916460455894
2025-10-27,0.5984348251398676
2025-10-28,0.6918276804316915
2025-10-29,0.6112659164886339
2025-10-30,0.7003542301871226
2025-10-31,0.7199297789503702
2025-11-01,0.6219658840824145
2025-11-02,0.7121688064622161
2025-11-03,0.6856390463468249
2025-11-04,0.7071030079997246
2025-11-05,0.7618396491326974
2025-11-06,0.6557305941998565
2025-11-07,0.6313131917821255
2025-11-08,0.6255242785187238
2025-11-09,0.6302094857517281
2025-11-10,0.6681449145292948
2025-11-11,0.6900575987408323
2025-11-12,0.687834539966501
2025-11-13,0.7163591624518012
2025-11-14,0.6766500945938952
2025-11-15,0.7496767038578659
2025-11-16,0.6647671583381022
2025-11-17,0.815008458329481
2025-11-18,0.7112833673882503
2025-11-19,0.6381421221791859
2025-11-20,0.6284553750969444
2025-11-21,0.7071236207621593
2025-11-22,0.6728268607337073
2025-11-23,0.7207000247046047
2025-11-24,0.7096618812286772
2025-11-25,0.6833585543671564
2025-11-26,0.6456603140965796
2025-11-27,0.6132576387657068
2025-11-28,0.6676742523966489
2025-11-29,0.7338199397161737
2025-11-30,0.7027046872065101
2025-12-01,0.6307130610644006
2025-12-02,0.702659046292559
2025-12-03,0.714265868986442
2025-12-04,0.6518071281899434
2025-12-05,0.7046862552972765
2025-12-06,0.7009104359223
2025-12-07,0.6418514851084689
2025-12-08,0.7178893680174141
2025-12-09,0.7290392263184118
2025-12-10,0.7561525621587638
2025-12-11,0.7556901026017452
2025-12-12,0.6351165316021454
2025-12-13,0.6581087480042439
2025-12-14,0.7317517633604329
2025-12-15,0.7326892975456105
2025-12-16,0.7337523843153023
2025-12-17,0.901636574532736
2025-12-18,0.7385445255346583
2025-12-19,0.7677782820090299
2025-12-20,0.7597000881746601
2025-12-21,0.7455695625652898
2025-12-22,0.6982365377679827
2025-12-23,0.7529484610246633
2025-12-24,0.6773587392731214
2025-12-25,0.7051590696629996
2025-12-26,0.6937318226085448
2025-12-27,0.7230937069693161
2025-12-28,0.8357329283336754
2025-12-29,0.6276367403704126
2025-12-30,0.7563130095187256
2025-12-31,0.6423642064405174
2026-01-01,0.7004034067105283
2026-01-02,0.7794475298483683
2026-01-03,0.7292140009547731
2026-01-04,0.6731127611035347
2026-01-05,0.6922348145370015
2026-01-06,0.7629798874467337
2026-01-07,0.6934816684141432
2026-01-08,0.7418229294790988
2026-01-09,0.7342785919951906
2026-01-10,0.7004199826197092
2026-01-11,0.8411972044662663
2026-01-12,0.7666959511159005
2026-01-13,0.6347428706671197
2026-01-14,0.7463227157384714
2026-01-15,0.7049106767615806
2026-01-16,0.7816216667398111
2026-01-17,0.700373963078365
2026-01-18,0.7352631779266551
2026-01-19,0.7672493639490229
2026-01-20,0.7862877597085061
2026-01-21,0.6839851796472112
2026-01-22,0.7282749382079525
2026-01-23,0.7222527344419521
2026-01-24,0.7143335383713144
2026-01-25,0.8362727120140548
2026-01-26,0.7692490855480478
2026-01-27,0.6869558022832477
2026-01-28,0.7968930973527388
2026-01-29,0.8581078098506316
2026-01-30,0.8046232630275574
2026-01-31,0.6780315017022993
2026-02-01,0.7307882963566874
2026-02-02,0.8193455574593311
2026-02-03,0.721616526719061
2026-02-04,0.7801909714073114
2026-02-05,0.7977317026714669
2026-02-06,0.7136534764210959
2026-02-07,0.75802373219691
2026-02-08,0.5999366329965463
2026-02-09,0.7117806179332855
2026-02-10,0.751371592430342
2026-02-11,0.7026108409017575
2026-02-12,0.8476205651965818
2026-02-13,0.6954929311019684
2026-02-14,0.7459977756651508
2026-02-15,0.7755370288643045
2026-02-16,0.8420636644533058
2026-02-17,0.6992068924410281
2026-02-18,0.830158187607748
2026-02-19,0.7735116530509794
2026-02-20,0.7249245674476025
2026-02-21,0.7981051737131636
2026-02-22,0.7859529847786735
2026-02-23,0.7469891561420603
2026-02-24,0.7814901042495009
2026-02-25,0.759734320156912
2026-02-26,0.7856758672625624
2026-02-27,0.8141065337260524
2026-02-28,0.8613008408072677
2026-03-01,0.7211092250586576
2026-03-02,0.8906516687328134
2026-03-03,0.687395610023875
2026-03-04,0.7784107452482208
2026-03-05,0.8164158603242289
2026-03-06,0.8020495933867516
2026-03-07,0.7578650240089703
2026-03-08,0.7795938874821363
2026-03-09,0.7663499532670582
2026-03-10,0.7625317621527895
2026-03-11,0.8354801048510512
2026-03-12,0.8118507742982524
2026-03-13,0.7603545202369673
2026-03-14,0.8409799937716625
2026-03-15,0.8123649760438304
2026-03-16,0.838643105941948
2026-03-17,0.8304814420961806
2026-03-18,0.7585502494538965
2026-03-19,0.7729909479901514
2026-03-20,0.8393646802561632
2026-03-21,0.8335185132716731
2026-03-22,0.8029549203017926
2026-03-23,0.8108663691654391
2026-03-24,0.8698832447894213
2026-03-25,0.7774214305582084
2026-03-26,0.835354869058502
2026-03-27,0.7988903673783052
2026-03-28,0.799115939838639
2026-03-29,0.8659388425993595
2026-03-30,0.8532708174494016
2026-03-31,0.8536754818000318
2026-04-01,0.8792739403577166
2026-04-02,0.8160501920816379
2026-04-03,0.8500976485647482
2026-04-04,0.8014866621703272
2026-04-05,0.8342083176244222
2026-04-06,0.8124928472816157
2026-04-07,0.824849798249636
2026-04-08,0.8507578512718457
2026-04-09,0.7810889658383264
2026-04-10,0.927619363784273
2026-04-11,0.773699130925015
2026-04-12,0.7642905693606133
2026-04-13,0.8839055436750034
2026-04-14,0.8665831346981467
2026-04-15,0.8592059908526078
2026-04-16,0.860417275463214
2026-04-17,0.8293876613576543
2026-04-18,0.7861372814257084
2026-04-19,0.8357902279096864
2026-04-20,0.7991419144243944
2026-04-21,0.8827559866708876
2026-04-22,0.8276471309248931
2026-04-23,0.7947251401603745
2026-04-24,0.8209307079173503
2026-04-25,0.8586465727137813
2026-04-26,0.8108137723598012
2026-04-27,0.7988889802216785
2026-04-28,0.8531843605745956
2026-04-29,0.8542483285554362
2026-04-30,0.8176528412314434
2026-05-01,0.8204480847190839
2026-05-02,0.8566024968678818
2026-05-03,0.7735957829251339
2026-05-04,0.7766268112811722
2026-05-05,0.8120777889373783
2026-05-06,0.8383276424144076
2026-05-07,0.8655453782799003
2026-05-08,0.9247678108474776
2026-05-09,0.8948829811601009
2026-05-10,0.8450030735018286
2026-05-11,0.8530491896048655
2026-05-12,0.8048735317681095
2026-05-13,0.8550743432003804
2026-05-14,0.8425670680539931
2026-05-15,0.8741359280169044
2026-05-16,0.8176384528223838
2026-05-17,0.8859673257120586
2026-05-18,0.9376369456501289
2026-05-19,0.8565619925771571
2026-05-20,0.883085586104947
2026-05-21,0.8985071995855556
